inspectiondate,class
2010-02-23,A
2010-02-23,B
2010-02-23,A
2010-02-23,B
2010-02-23,B
2010-03-06,B
2010-03-06,B
2010-03-06,C
2010-03-06,B
2010-07-24,A
2010-07-24,A
2010-07-24,B
2010-07-24,C
2011-02-23,A
2012-01-25,C
2017-04-19,B
2017-04-19,B
2017-04-26,A
2017-04-26,A
2018-04-27,B
2018-04-27,B
2018-04-27,C
2018-04-27,B
2018-04-27,B
2018-04-27,B
2018-04-27,B
2018-04-27,B
2018-04-27,B
2018-04-27,B
2018-04-27,B
2018-04-27,B
2018-04-27,B
2014-11-23,B
2014-11-23,B
2014-11-23,B
2015-10-01,I
2015-10-17,C
2015-10-17,C
2015-10-29,B
2015-10-29,A
2015-12-11,B
2015-12-11,C
2015-12-11,B
2015-12-11,B
2015-12-11,B
2015-12-11,A
2016-03-24,B
2016-03-24,B
2016-03-24,B
2016-03-24,B
2016-03-24,B
2016-04-19,B
2016-04-19,A
2016-04-19,B
2016-04-19,A
2017-05-10,C
2017-05-10,A
2017-07-06,B
2017-07-06,B
2017-07-06,B
2017-07-06,B
2017-07-11,B
2017-07-11,B
2017-07-11,A
2006-10-13,C
2006-10-13,C
2007-11-01,C
2007-11-01,C
2009-06-09,C
2010-10-07,C
2014-01-21,B
2014-01-21,B
2014-01-21,B
2014-01-21,B
2014-01-21,B
2014-01-21,B
2014-01-21,B
2014-01-21,B
2014-02-09,B
2014-02-09,B
1999-09-30,C
1999-09-30,C
1999-09-30,C
1999-09-30,C
1999-09-30,C
1999-09-30,C
1999-09-30,C
1999-09-30,C
1999-09-30,C
2004-08-27,C
2004-12-02,C
2005-05-11,C
2005-07-31,C
2005-07-26,C
2005-07-26,C
2005-07-26,C
2005-07-26,C
2005-07-26,C
2005-12-23,C
2005-12-23,C
2006-01-11,C
2006-07-19,C
2008-12-15,C
2008-12-15,B
2008-12-15,B
2008-12-15,B
2008-12-15,B
2008-12-15,B
2009-03-26,B
2010-02-21,B
2010-06-22,C
2010-06-28,B
2010-06-29,C
2012-04-05,A
2012-04-11,A
2012-06-06,A
2013-04-21,C
2013-04-21,A
2013-04-21,B
2013-04-21,B
2013-04-21,B
2013-04-21,B
2013-04-21,B
2013-07-03,C
2013-07-03,A
2017-05-10,B
2017-07-06,B
2017-07-06,B
2017-07-06,B
2017-08-24,B
2014-01-21,C
2014-04-18,C
2017-05-10,C
2017-05-10,B
2017-05-10,B
2017-05-10,B
2017-05-10,B
2017-05-10,B
2017-05-10,B
2017-05-10,B
2017-05-10,B
2017-05-10,B
2017-05-10,B
2017-05-10,B
2017-05-10,B
2017-05-10,B
2017-05-10,B
2017-05-10,B
2018-04-25,B
2018-04-25,C
2018-04-25,B
2017-10-02,C
2017-10-02,A
2017-10-02,A
2017-10-02,B
2017-10-02,A
2017-10-02,B
2017-10-02,B
2017-10-02,A
2018-04-25,B
2018-04-25,A
2018-04-25,B
2018-04-25,B
2018-04-25,B
2018-04-25,B
2018-04-25,B
2018-04-25,B
2018-04-25,C
2018-04-25,C
2018-04-25,B
2018-04-25,B
2018-04-25,B
2018-04-25,B
2018-04-25,B
2018-04-25,C
2017-10-02,A
2017-08-24,C
2017-08-24,C
2017-08-24,C
2009-06-09,B
2015-10-17,B
2014-11-23,A
2014-11-23,A
2006-07-19,B
2016-03-24,B
2016-03-24,B
2017-08-24,C
2018-02-14,B
2018-02-14,B
2018-02-14,B
2017-07-11,A
2008-12-15,A
2009-06-09,C
2010-10-04,A
2018-02-20,B
2018-02-20,B
2017-10-02,B
2018-02-21,A
2007-07-14,C
2014-11-23,A
2014-11-23,A
2017-10-02,B
2018-02-21,B
2018-02-21,B
2018-02-21,B
2005-07-31,B
2007-07-14,C
2018-05-26,B
2006-10-13,C
2018-05-30,B
2018-05-30,B
2018-05-30,B
2015-02-20,C
2015-03-05,A
2015-05-11,C
2015-10-01,I
2015-11-04,B
2016-02-17,B
2016-02-17,B
2016-02-17,B
2016-02-17,B
2016-02-17,B
2016-02-17,B
2016-03-22,A
2016-03-22,B
2016-03-28,C
2016-03-28,C
2016-04-25,B
2016-05-13,B
2016-05-13,B
2016-05-13,B
2016-05-13,A
2016-05-13,C
2016-05-13,A
2016-05-13,C
2016-05-13,C
2016-05-13,C
2016-05-13,C
2016-05-13,C
2016-05-13,C
2016-05-13,C
2016-06-09,A
2016-06-09,B
2016-06-09,C
2016-06-09,C
2016-05-13,A
2016-05-13,A
2016-08-05,B
2016-08-05,B
2016-06-09,A
2016-08-18,B
2016-08-18,C
2017-07-29,C
2005-05-20,C
2005-05-20,C
2005-09-27,C
2005-09-27,C
2006-10-10,C
2013-12-05,B
2013-12-05,B
2013-12-18,C
2013-12-18,C
2018-04-05,A
2018-04-05,A
2018-04-05,B
2018-04-05,A
2014-03-05,C
2014-04-10,C
2014-04-10,C
2014-04-10,B
2014-04-10,C
2014-04-10,A
2014-04-10,B
1992-02-18,A
1995-03-14,A
2004-10-07,B
2004-10-07,C
2005-01-11,B
2005-04-26,B
2005-04-26,B
2005-04-26,B
2005-04-26,B
2005-04-26,B
2005-12-26,C
2005-12-26,B
2005-12-26,B
2005-12-26,B
2005-12-26,A
2005-12-26,B
2005-12-26,B
2008-03-02,A
2008-03-02,B
2008-03-02,A
2008-03-16,B
2008-04-27,C
2008-04-27,B
2008-11-27,A
2009-03-04,A
2009-06-21,B
2009-06-21,B
2009-06-21,B
2009-06-28,A
2009-11-08,B
2009-11-08,A
2009-11-08,B
2010-02-17,B
2010-02-18,B
2010-02-18,B
2010-02-18,A
2010-02-18,A
2010-02-18,B
2010-02-18,B
2010-02-18,B
2010-02-18,A
2010-02-18,A
2010-02-18,B
2010-02-18,B
2010-02-18,B
2010-02-18,B
2010-02-18,B
2010-02-18,B
2010-02-18,B
2010-02-18,B
2010-05-01,A
2010-05-01,B
2010-05-01,A
2010-05-01,B
2010-05-01,B
2010-05-01,A
2010-05-01,B
2010-05-01,A
2010-05-01,B
2010-05-01,B
2010-05-01,B
2010-05-01,A
2010-05-07,B
2011-01-24,B
2011-01-24,B
2011-01-24,B
2011-01-24,B
2011-01-24,B
2011-01-24,B
2011-01-24,B
2011-04-22,B
2011-08-11,B
2011-08-11,B
2011-08-11,B
2011-12-20,C
2011-12-20,B
2011-12-20,B
2011-12-20,B
2011-12-20,B
2011-12-20,B
2011-12-20,A
2012-08-10,B
2012-12-31,B
2012-12-31,B
2013-02-11,B
2013-02-11,B
2013-02-11,B
2013-02-11,B
2013-04-23,C
2013-04-23,C
2013-04-23,C
2013-05-22,B
2013-05-29,B
2013-06-13,B
2013-06-13,B
2013-06-13,B
2013-06-13,B
2013-06-13,A
2013-06-13,C
2013-06-13,B
2013-06-13,C
2013-06-13,A
2013-06-14,A
2013-06-14,C
2013-06-14,B
2013-06-14,B
2013-06-14,B
2013-06-14,B
2013-06-14,B
2013-07-30,B
2013-07-30,A
2013-07-30,B
2013-07-30,B
2013-07-31,B
2013-07-31,B
2013-07-31,B
2017-05-25,B
2017-07-29,C
2016-02-17,C
2016-05-13,C
2016-06-09,C
2013-02-11,C
2017-05-25,B
2017-09-13,B
2018-01-12,C
2018-01-12,B
2018-01-12,C
2018-01-30,B
2018-01-30,B
2018-01-30,B
2018-01-30,B
2017-09-13,A
1992-02-18,B
2016-03-22,A
2016-05-13,A
2016-05-13,B
2016-05-13,A
2016-08-05,B
2018-04-05,B
2014-04-10,B
2014-04-10,B
2014-04-10,B
2016-05-13,B
2018-01-30,B
2018-01-30,B
2016-02-17,B
2016-05-13,A
2016-08-18,B
2018-05-09,B
2018-05-09,B
2018-02-08,C
2018-02-08,C
2018-02-13,B
2018-02-14,B
2018-05-09,C
2018-05-09,C
2018-05-09,B
1992-02-19,B
1992-02-18,A
1992-12-08,C
1995-03-14,B
1998-10-13,B
2006-12-04,C
2011-08-11,B
2011-08-11,B
2011-08-11,B
2011-08-11,B
2018-05-09,B
2018-05-09,B
2018-05-09,B
2018-05-09,B
2016-05-13,A
2016-05-13,B
2016-06-09,B
2016-05-13,A
2016-05-13,A
2016-05-13,A
2016-05-13,A
2016-06-09,A
2016-08-05,B
2018-05-09,C
2013-02-11,B
2005-04-26,A
2005-12-26,A
2005-12-26,A
2010-02-18,B
2011-08-11,B
2018-01-30,B
2018-05-09,B
2018-05-09,B
2018-05-09,B
2018-05-09,C
2018-05-09,C
2018-05-15,B
2018-05-15,B
2018-05-15,B
2018-02-08,C
2018-05-15,B
2018-05-15,B
2018-02-24,C
2018-02-24,A
2018-02-24,C
2018-02-24,C
2018-02-24,C
2018-02-24,C
2018-02-24,C
2018-02-24,C
2018-02-24,A
2018-02-24,A
2018-02-24,A
2018-02-24,A
2018-02-24,A
2018-02-24,A
2018-05-09,A
2018-05-09,A
2018-05-09,A
2013-12-06,B
2013-12-06,B
2013-12-06,B
2013-12-06,B
2013-12-06,B
2015-01-17,C
2015-01-17,C
2015-01-17,C
2015-10-01,I
2016-08-22,B
2017-04-21,B
2017-04-21,B
2017-04-21,B
2017-04-21,B
2017-04-21,C
2017-04-21,B
2017-07-12,B
2017-07-12,B
2017-07-12,B
2017-07-12,B
2017-07-12,B
2010-02-25,C
2011-09-28,B
2013-12-06,A
2013-12-06,A
2014-03-06,C
2008-06-05,B
2009-01-19,A
2010-02-25,B
2010-02-26,B
2010-02-26,B
2010-02-26,A
2010-02-26,B
2010-02-26,B
2010-02-26,B
2010-02-26,A
2010-02-26,A
2010-02-26,B
2010-02-26,B
2010-02-26,A
2010-02-26,B
2010-02-26,A
2010-02-26,A
2010-02-26,B
2010-02-26,A
2010-02-26,B
2010-02-26,A
2010-05-22,A
2010-05-22,B
2010-05-22,B
2010-05-22,A
2010-05-22,B
2010-05-22,B
2010-05-22,B
2010-05-22,B
2010-05-22,B
2010-05-22,B
2010-05-22,A
2010-05-22,B
2010-05-22,B
2010-05-22,B
2010-05-22,B
2010-05-22,B
2010-05-22,A
2010-05-22,B
2011-09-11,B
2011-09-11,B
2011-09-11,B
2011-09-11,B
2011-09-21,C
2011-09-21,C
2011-09-21,C
2011-09-28,B
2011-10-01,C
2012-07-28,B
2012-12-19,B
2012-12-19,B
2012-12-19,B
2012-12-19,B
2012-12-19,B
2017-04-12,A
2017-04-12,A
2017-04-12,A
2017-04-19,B
2017-04-19,B
2017-04-19,B
2017-07-12,C
2017-07-12,C
2017-07-12,C
2017-07-12,C
2013-11-29,C
2013-11-29,C
2013-12-06,C
2013-12-06,C
2017-09-12,A
2017-09-12,B
2018-04-23,C
2018-04-30,A
2018-04-30,B
2018-04-30,A
2018-05-22,C
2018-05-22,C
2015-10-01,I
2017-04-19,C
2010-07-31,B
2010-07-31,B
2010-07-31,B
2010-07-31,B
2010-07-31,A
2010-07-31,B
2010-07-31,B
2010-07-31,B
2010-07-31,B
2010-07-31,B
2010-07-31,B
2010-07-31,B
2017-04-19,A
2014-07-01,B
2014-07-01,B
2014-07-01,B
2014-07-01,B
2014-07-01,B
2015-08-23,C
2015-08-23,B
2015-08-23,B
2015-08-23,C
2015-08-30,C
2015-08-30,B
2015-08-30,B
2015-10-13,B
2015-10-13,B
2015-10-13,B
2015-10-13,B
2017-06-08,B
2017-06-08,B
2017-06-08,B
2017-06-08,B
2017-06-08,B
2017-06-08,B
2017-06-08,B
2017-06-08,B
2017-06-08,B
2017-06-08,C
2013-10-12,B
2013-10-12,B
2013-10-12,B
2013-10-12,A
2013-10-12,A
2013-10-12,B
2013-10-12,B
2013-10-12,A
2013-10-12,B
2013-10-12,A
2013-10-12,A
2013-10-21,B
2013-11-08,C
2013-11-08,B
2013-11-08,B
2013-11-08,B
2013-11-08,B
2013-11-08,C
2013-11-08,B
2013-11-08,B
2013-11-08,B
2014-07-01,C
1982-04-29,B
1998-12-03,B
1999-02-05,B
1999-02-05,B
2000-10-23,B
2007-05-31,C
2007-05-31,C
2007-05-31,C
2007-05-31,C
2009-07-28,B
2010-02-16,A
2010-02-16,B
2010-02-16,B
2010-02-16,B
2010-07-11,B
2010-07-11,B
2010-07-11,A
2010-07-11,B
2010-07-11,A
2010-07-11,B
2010-07-11,B
2010-07-11,B
2010-07-11,B
2010-07-11,B
2010-07-11,B
2010-07-11,C
2010-07-11,B
2010-07-11,B
2010-07-11,B
2010-07-11,B
2010-07-11,C
2011-04-03,B
2011-04-03,B
2011-04-03,B
2011-04-03,B
2011-04-03,B
2012-09-26,B
2012-09-26,A
2012-09-26,A
2012-09-26,B
2013-02-20,B
2013-03-04,B
2013-03-04,B
2013-03-04,A
2013-03-04,B
2013-07-19,A
2013-07-19,B
2013-07-19,B
2013-07-19,B
2013-10-03,C
2017-06-08,C
2013-10-12,C
2013-10-12,B
2013-10-21,B
2013-10-21,B
2013-10-21,B
2017-06-08,B
1982-04-29,B
2010-02-16,B
2017-11-22,B
2017-11-22,B
2014-06-12,B
2014-07-23,B
2014-07-23,B
2014-09-14,C
2014-09-21,A
2015-02-24,B
2015-06-24,B
2018-03-18,B
2018-03-18,A
2018-03-18,A
2016-03-02,B
2017-11-09,B
2018-03-29,C
2018-03-18,B
2018-03-18,B
2014-04-08,C
2018-04-04,B
2017-08-10,B
2017-08-10,B
2017-08-10,A
2017-08-10,B
2017-08-10,B
2018-03-18,B
2018-03-18,B
2010-02-13,B
2017-05-31,B
2017-11-09,B
2014-04-08,B
2014-04-08,B
2014-04-08,C
2014-04-08,B
2014-04-08,B
2014-04-08,A
2014-04-29,C
2014-05-06,B
2014-05-08,B
2014-05-08,A
2014-06-05,B
2014-06-12,C
2014-06-12,B
2014-06-12,A
2014-07-23,C
2014-07-23,A
2014-09-17,B
2014-09-21,B
2014-09-21,A
2014-09-21,B
2014-09-21,B
2014-09-21,C
2014-09-21,A
2015-01-29,C
2015-01-29,C
2015-01-29,C
2015-02-24,C
2015-02-24,B
2015-06-24,B
2015-06-24,B
2015-10-01,I
2016-03-02,B
2016-03-02,C
2016-03-02,B
2016-03-02,B
2016-04-22,B
2016-04-22,A
2016-04-22,C
2016-04-22,B
2016-04-22,A
2016-04-22,A
2016-04-22,B
2017-08-10,B
2017-08-10,B
2017-09-06,B
1995-09-21,C
1995-09-26,A
1995-09-26,B
1998-12-03,C
1999-01-19,C
1999-03-24,B
1999-05-19,C
2003-06-05,B
2006-07-24,B
2008-11-09,A
2008-11-09,A
2008-11-09,A
2008-11-09,A
2010-02-13,B
2010-02-13,B
2010-04-03,B
2010-04-03,B
2010-04-03,A
2010-04-03,A
2010-04-03,A
2010-04-03,B
2010-05-15,A
2010-05-15,B
2010-05-15,B
2010-05-15,B
2010-05-15,B
2010-05-15,B
2010-05-15,B
2010-05-15,B
2010-05-15,A
2010-05-15,B
2010-05-15,B
2010-05-15,B
2010-05-15,B
2010-05-15,A
2010-05-15,B
2010-05-15,A
2010-05-15,A
2010-05-15,A
2010-05-15,A
2010-05-15,A
2010-05-15,B
2010-05-15,A
2010-05-15,B
2010-05-15,B
2010-05-15,A
2010-05-15,B
2010-05-15,B
2010-05-15,B
2010-05-15,A
2010-05-15,A
2010-05-15,B
2010-05-15,A
2010-05-15,B
2010-05-15,A
2010-05-15,B
2010-08-03,C
2011-08-22,B
2011-08-22,B
2011-08-22,B
2011-08-22,B
2012-01-31,B
2012-12-14,A
2012-12-14,A
2017-09-13,A
2017-09-13,B
2017-09-13,B
2017-09-13,B
2017-09-13,C
2017-09-13,A
2017-09-13,A
2017-09-06,C
2017-09-06,C
2017-09-06,A
2017-09-06,C
2017-09-06,C
2017-09-06,B
2017-09-06,B
2017-09-06,B
2017-09-06,B
2017-09-13,C
2017-09-29,I
2017-09-29,I
2017-09-29,I
2017-09-29,I
2017-10-10,C
2017-10-16,B
2017-09-13,A
2017-11-09,B
2017-11-09,B
2017-09-06,C
2017-10-10,C
2017-09-06,C
2015-03-17,C
2017-09-06,C
1997-06-22,B
2006-08-02,C
2010-05-15,B
2010-05-15,B
2010-05-15,B
2012-12-14,B
2017-09-06,C
2017-09-06,B
2006-08-02,C
2010-05-15,B
2010-05-15,B
2010-05-15,B
2010-05-15,B
2010-05-15,B
2010-05-15,B
2011-08-22,B
2017-11-09,B
2017-11-09,B
2014-07-16,C
2017-09-06,B
2017-09-06,B
1999-04-27,B
2010-05-15,B
2010-05-15,B
2010-05-15,B
2012-12-14,B
2018-02-24,A
2017-09-06,B
2017-11-25,C
2018-02-20,C
2018-03-01,B
2018-03-01,B
2017-09-06,B
2018-03-01,C
2018-03-01,B
2018-03-01,B
2018-03-01,B
2018-03-01,A
2018-03-01,B
2018-03-01,B
2018-03-01,B
2018-03-01,B
2017-11-09,C
2015-07-31,B
2015-07-31,B
2015-09-20,C
2015-09-20,C
2015-09-20,B
2015-09-20,B
2015-09-20,B
2015-09-20,C
2015-09-20,B
2015-09-26,B
2015-09-26,B
2015-09-26,B
2015-09-26,B
2015-09-26,B
2015-09-26,B
2015-09-26,B
2015-09-26,B
2015-10-01,I
2015-10-06,B
2015-10-06,B
2015-10-06,B
2015-10-06,B
2015-10-06,C
2015-10-06,C
2015-10-06,B
2015-10-06,B
2015-12-10,B
2016-03-07,B
2016-03-07,A
2016-03-23,B
2016-03-23,C
2016-04-04,C
2016-04-04,C
2016-05-25,C
2016-05-25,B
2016-05-25,C
2016-05-25,B
2016-05-25,B
2016-05-25,A
2016-07-13,B
2016-07-13,B
2016-07-13,B
2016-07-13,B
2016-07-13,B
2016-07-13,A
2016-07-13,B
2016-07-24,B
2016-07-24,C
2016-07-25,B
2016-07-25,C
2016-07-25,B
2016-07-25,B
2016-07-25,B
2016-07-24,B
2016-08-11,C
2016-08-11,B
2016-08-11,B
2016-08-11,B
2016-08-11,B
2016-08-11,B
2016-08-11,B
2016-08-12,B
2016-08-19,B
2016-08-19,B
2016-08-19,B
2016-10-13,B
2016-10-13,B
2016-11-04,A
2016-11-04,B
2016-11-04,B
2016-11-04,B
2016-11-04,B
2016-11-04,B
2016-11-04,B
2016-11-04,B
2017-03-28,C
2017-03-28,B
2017-03-30,B
2017-03-30,B
2017-03-30,B
2017-04-03,B
2017-04-03,B
2017-04-03,C
2017-05-01,C
2017-05-01,C
2017-05-15,B
2017-05-15,A
2014-04-21,C
2014-04-21,C
2014-04-18,C
2014-04-18,C
2017-08-01,A
2017-08-01,A
2004-05-07,C
2004-05-07,C
2004-05-07,C
2004-05-07,C
2005-06-01,B
2005-05-25,C
2005-06-01,C
2005-06-01,C
2006-12-18,B
2006-12-18,B
2006-12-18,C
2007-06-14,C
2007-07-18,A
2008-06-03,B
2008-12-22,B
2009-06-12,B
2009-06-12,B
2010-02-21,B
2010-02-21,B
2010-02-21,B
2010-03-05,C
2010-03-05,C
2010-03-05,C
2010-03-06,C
2010-03-06,C
2010-03-06,C
2013-07-18,A
2014-04-11,C
2016-03-07,C
2017-09-08,B
2017-09-08,B
2017-09-08,B
2017-08-01,B
2017-08-01,B
2017-08-01,B
2017-08-01,B
2017-08-01,B
2017-10-11,C
2017-10-11,B
2017-10-11,B
2017-10-11,B
2017-10-11,B
2016-03-07,B
2016-03-07,B
2014-04-18,C
2014-04-18,B
2017-09-23,B
2017-10-11,C
2015-09-20,B
2015-12-10,A
2015-12-10,B
2015-12-10,B
2015-12-10,B
2015-12-10,B
2015-12-10,B
2015-12-10,B
2016-03-23,B
2016-05-25,B
2016-05-25,B
2016-05-25,B
2017-10-11,B
2017-10-11,C
2005-06-01,B
2006-12-18,A
2006-12-18,A
2008-06-03,A
2013-07-18,B
2018-03-13,B
2018-03-13,B
2018-03-13,B
2007-08-06,B
2015-12-10,B
2016-05-25,B
2016-05-25,B
2016-05-25,B
2016-08-11,B
2015-07-31,B
2015-07-31,B
2015-07-31,B
2015-07-31,B
2015-12-10,A
2015-12-10,B
2016-03-07,B
2016-03-07,B
2016-03-07,B
2016-03-07,B
2016-05-25,C
2016-05-25,B
2006-12-18,B
2018-02-20,B
2018-02-20,A
2018-02-20,C
2007-08-06,B
2010-02-21,B
2010-02-21,B
2010-02-21,B
2010-02-21,B
2010-02-21,B
2010-02-21,B
2018-02-20,B
2018-02-20,B
2018-02-20,B
2018-02-20,B
2018-02-20,B
2018-02-20,C
2018-02-20,C
2018-02-20,C
2018-05-17,B
2018-05-17,B
2018-05-17,A
2018-05-17,B
2018-05-17,B
2018-05-17,A
2018-03-13,B
2015-04-30,B
2015-04-30,B
2015-04-30,B
2015-04-30,B
2015-05-07,B
2015-05-07,B
2015-05-07,B
2015-05-07,B
2015-05-07,B
2015-05-07,B
2015-05-07,B
2018-06-06,B
2015-10-01,I
2015-12-30,C
2016-02-09,C
2016-02-25,C
2016-02-25,C
2016-05-11,B
2016-06-21,A
2016-07-15,B
2016-07-31,B
2016-09-12,B
2017-01-09,B
2017-01-09,B
2017-07-11,C
2017-07-11,B
2018-04-03,B
2018-04-03,B
2018-04-03,B
2018-04-03,B
2018-04-03,B
2018-04-03,B
2013-10-23,B
2013-10-23,B
2014-02-17,B
2014-02-17,A
2014-02-17,B
2003-09-08,B
2005-10-01,C
2005-10-01,C
2005-10-17,C
2005-10-17,C
2005-10-17,C
2006-08-21,C
2006-08-21,C
2006-08-21,C
2007-11-21,C
2007-11-21,C
2007-11-21,C
2007-11-21,C
2007-11-21,C
2010-02-22,B
2010-02-22,A
2010-02-22,B
2010-02-22,A
2010-03-08,B
2010-03-08,C
2010-03-08,C
2010-03-08,C
2010-03-08,C
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-07-17,B
2010-10-18,B
2017-11-29,B
2017-11-29,B
2017-11-29,B
2017-11-29,B
2017-11-29,B
2017-11-29,A
2017-11-29,C
2017-11-29,B
2017-11-29,B
2017-11-29,B
2017-11-29,B
2014-02-25,C
2018-04-03,C
2017-09-22,A
2015-05-07,C
2018-02-13,B
2018-02-13,B
2018-02-13,B
2018-02-13,B
2014-02-25,B
2015-05-07,C
2015-05-07,C
2015-05-07,C
2015-05-07,C
2015-05-07,C
2015-05-07,C
2015-05-07,C
2017-09-22,A
2018-02-13,B
2018-02-13,C
2017-11-03,B
2003-09-08,B
2018-02-20,B
2018-02-20,A
2018-02-20,C
2018-02-20,C
2018-03-04,B
2018-03-04,B
2018-03-04,B
2018-03-04,B
2018-03-04,B
2018-03-04,C
2018-03-04,A
2015-10-01,I
2014-04-30,C
2014-04-30,B
2014-04-30,B
2014-04-30,B
2014-04-30,C
2014-04-30,C
2014-04-30,B
2014-04-30,B
2014-04-30,B
2014-04-30,B
2014-04-30,B
2014-04-30,C
2014-04-30,C
1994-11-22,B
1994-11-29,B
1992-08-05,B
1999-08-03,A
2000-11-18,C
2003-07-31,C
2007-09-18,B
2007-09-18,A
2009-05-20,B
2009-05-20,B
2009-05-20,B
2009-05-20,B
2009-07-15,B
2010-02-23,A
2010-02-23,B
2010-02-23,B
2010-02-23,A
2010-02-23,A
2010-02-23,B
2010-02-23,B
2010-02-23,B
2010-02-23,C
2010-02-23,A
2010-02-23,B
2010-05-20,B
2010-05-20,B
2010-05-20,B
2010-05-20,B
2010-05-23,C
2010-05-23,B
2010-05-23,B
2010-05-23,B
2010-05-23,C
2010-05-23,B
2010-05-23,B
2010-05-23,B
2010-05-23,B
2010-05-23,B
2010-05-23,B
2010-05-23,B
2010-05-23,B
2010-05-23,B
2010-05-23,A
2010-05-23,B
2010-05-23,B
2010-05-23,B
2010-05-23,B
2010-05-23,B
2010-05-23,B
2010-05-23,B
2010-05-23,B
2010-06-21,B
2010-06-21,B
2010-11-17,C
2012-07-26,B
2012-07-26,B
2013-01-16,B
2013-02-27,C
2013-06-26,B
2013-06-26,B
2017-12-01,B
2017-12-01,B
2014-04-30,C
2017-07-25,B
2017-07-25,B
2017-12-01,B
2014-01-12,C
2014-01-12,B
2014-04-04,C
2015-03-02,C
2015-03-02,B
2015-03-02,B
2015-03-02,B
2015-03-02,B
2015-03-02,B
2015-03-02,B
2015-03-02,A
2015-03-02,B
2015-03-20,B
2015-03-20,B
2015-03-20,B
2015-03-20,B
2015-03-20,C
2015-03-20,C
2015-03-20,A
2015-03-20,B
2018-03-13,B
2018-03-13,B
2018-03-13,B
2015-10-01,I
2015-11-04,C
2015-11-04,C
2015-11-04,A
2015-11-04,A
2016-02-03,A
2016-02-03,B
2016-02-03,A
2016-02-03,A
2016-02-03,B
2016-02-03,B
2016-02-03,B
2016-02-03,B
2016-04-14,B
2016-05-04,B
2016-05-04,B
2016-12-14,C
2017-03-03,C
2018-03-13,C
1988-12-21,B
2001-09-17,C
2001-09-17,C
2001-09-17,C
2004-12-06,C
2005-05-23,C
2005-05-23,C
2005-05-23,C
2005-05-23,C
2010-02-13,B
2010-02-13,B
2010-02-13,B
2010-02-13,B
2010-05-15,B
2010-05-15,B
2010-05-15,B
2010-05-15,B
2010-05-15,B
2011-08-21,B
2012-01-17,A
2012-01-17,B
2012-01-17,B
2012-01-17,A
2013-10-03,B
2013-10-03,B
2014-01-12,C
2014-01-12,C
2014-01-12,C
2014-01-12,B
2014-01-12,C
1992-08-04,C
2004-12-06,C
2004-12-06,C
2004-12-06,C
2005-01-14,C
2005-05-23,C
2005-05-23,C
2005-05-23,C
2005-05-23,C
2005-05-23,C
2005-11-30,C
2005-11-30,C
2005-11-30,C
2006-01-18,C
2006-01-18,C
2007-04-24,C
2007-04-24,C
2008-10-18,B
2009-05-07,B
2009-05-07,B
2010-02-13,C
2010-02-13,B
2010-02-13,B
2010-02-13,C
2010-02-13,C
2018-03-13,C
2018-03-13,C
2018-03-13,C
2010-05-15,B
2010-05-15,B
2010-05-15,B
2010-05-15,C
2010-05-15,C
2010-05-15,B
2010-05-15,B
2010-05-15,A
2010-07-28,B
2010-07-28,A
2010-07-28,A
2010-09-09,C
2011-01-21,B
2011-07-19,B
2011-07-19,B
2011-08-21,B
2011-08-21,B
2011-08-21,B
2012-10-03,B
2012-12-26,C
2012-12-26,B
2013-01-09,B
2013-01-09,C
2013-01-09,B
2013-01-09,B
2013-06-14,C
2013-06-14,C
2013-10-03,B
2013-10-03,B
2013-10-03,B
2014-01-12,C
2014-01-12,C
2015-03-20,C
2015-11-04,C
2018-03-13,B
2018-03-13,B
2018-03-13,B
2013-10-31,C
2013-11-09,A
2013-11-09,A
2018-02-20,A
2018-02-20,A
2018-02-20,A
2018-02-20,A
2015-10-01,I
2016-12-23,C
2017-05-09,B
2017-05-09,B
2013-10-31,C
2000-04-04,B
2007-04-17,B
1997-06-26,B
2016-12-23,C
2017-01-19,I
2017-01-19,I
2017-05-08,C
2017-05-08,C
2017-05-08,C
2017-05-08,C
2017-05-08,B
2017-05-09,B
2017-05-09,B
2017-05-09,B
2017-05-09,B
2017-05-09,B
2017-05-09,B
2017-05-09,B
2017-05-09,B
2017-05-09,B
2017-05-09,B
2017-05-16,B
2017-05-16,C
2017-05-16,B
2017-05-16,C
2017-05-16,C
2017-05-16,B
2017-05-16,C
2017-05-16,B
2017-05-20,C
2017-05-20,C
2017-05-20,C
2017-05-16,C
2017-05-16,C
2017-05-20,A
2017-05-20,A
1999-04-13,B
2004-11-26,A
2006-02-02,B
2006-02-02,B
2006-03-04,C
2010-04-03,B
2010-04-03,B
2010-04-03,B
2010-04-03,B
2013-10-31,A
2013-10-31,A
2013-10-31,B
2013-11-09,C
2013-11-09,C
2017-08-03,C
2000-03-03,C
2000-03-03,C
2000-03-03,C
2000-03-03,C
2000-03-03,C
2000-03-03,C
2000-03-03,C
2000-03-03,C
2000-05-02,C
2000-05-02,C
2004-12-17,C
2004-12-23,C
2004-12-23,C
2004-12-23,C
2005-01-20,C
2005-09-28,C
